city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
103,0.939,1,1,0,4,5,21,3,2,2,163,0.0
91,0.913,1,1,0,4,5,11,2,4,1,45,0.0
2,0.887,1,1,0,5,5,10,2,2,2,218,0.0
64,0.624,1,1,0,4,5,5,2,2,2,52,1.0
5,0.92,1,1,0,3,5,21,8,2,5,72,0.0
5,0.92,1,1,0,3,5,7,1,2,1,28,0.0
31,0.836,1,0,1,3,5,11,3,2,0,28,0.0
102,0.579,1,1,0,3,5,6,4,2,1,8,0.0
48,0.91,1,1,0,3,5,4,6,2,1,44,0.0
64,0.624,1,1,0,3,5,15,7,2,3,67,1.0
5,0.92,2,0,0,3,2,0,6,2,5,130,0.0
31,0.836,1,1,0,3,5,11,4,2,0,30,0.0
64,0.624,1,1,0,3,5,3,3,3,1,61,1.0
49,0.92,1,1,0,3,5,21,3,2,1,35,0.0
13,0.926,1,1,0,4,5,10,8,2,2,50,0.0
48,0.91,1,1,0,3,5,21,6,2,5,64,0.0
37,0.74,1,1,0,3,5,21,4,2,3,65,0.0
88,0.7390000000000001,1,1,0,3,5,8,2,2,1,119,0.0
64,0.624,1,1,1,3,5,4,6,2,1,74,0.0
91,0.913,1,1,0,3,5,14,4,2,1,6,0.0
13,0.926,1,1,1,3,5,5,2,1,1,53,0.0
5,0.92,1,1,0,3,5,5,4,2,2,90,0.0
64,0.624,1,1,0,3,2,8,4,2,1,52,1.0
5,0.92,1,0,0,3,2,5,8,2,5,12,0.0
69,0.848,1,1,1,2,0,6,3,2,2,67,0.0
5,0.92,1,1,2,3,5,14,8,2,5,43,0.0
30,0.897,1,1,0,2,0,2,2,2,2,30,0.0
65,0.899,1,1,0,3,5,9,6,2,5,22,1.0
13,0.926,1,1,0,3,3,18,4,2,5,61,0.0
30,0.897,1,1,0,4,5,21,5,2,1,145,0.0
13,0.926,0,1,0,3,5,11,4,2,2,30,1.0
64,0.624,1,1,1,3,5,8,4,2,1,96,0.0
7,0.794,1,1,1,2,0,5,1,2,1,91,0.0
65,0.899,1,1,0,3,3,18,3,2,1,20,0.0
77,0.7759999999999999,1,1,0,4,5,6,1,2,2,54,0.0
64,0.624,1,1,1,4,5,4,3,2,1,22,0.0
53,0.921,1,1,0,3,3,13,1,3,1,150,0.0
5,0.92,1,1,0,3,5,10,3,2,1,32,0.0
52,0.649,1,1,2,3,5,1,2,4,0,19,0.0
103,0.939,1,0,0,4,5,4,6,2,2,44,0.0
48,0.91,1,1,0,3,5,9,3,2,1,9,0.0
64,0.624,0,0,0,3,5,4,3,2,1,3,1.0
5,0.92,1,1,0,3,6,7,7,2,1,41,1.0
5,0.92,1,1,0,3,2,7,1,2,1,116,0.0
5,0.92,0,0,0,3,3,1,5,1,0,95,1.0
64,0.624,1,1,1,3,5,1,8,2,1,42,0.0
91,0.913,1,1,0,3,5,19,7,1,5,9,0.0
13,0.926,1,0,0,2,0,10,1,4,1,107,1.0
42,0.698,1,1,0,2,0,16,4,1,5,74,0.0
64,0.624,0,0,0,4,5,13,6,2,5,56,1.0
64,0.624,1,1,1,3,5,0,2,2,1,22,0.0
4,0.804,1,1,0,3,5,16,3,2,5,52,0.0
5,0.92,1,1,0,3,5,3,4,3,1,82,0.0
85,0.8959999999999999,1,1,0,3,5,8,1,2,3,39,0.0
5,0.92,1,1,0,3,5,21,7,2,5,31,0.0
49,0.92,0,1,0,3,5,21,7,2,5,40,0.0
101,0.754,1,1,2,3,5,4,2,2,1,96,0.0
103,0.939,1,1,0,3,5,20,4,5,5,82,0.0
49,0.92,1,1,0,3,5,11,1,3,1,24,0.0
64,0.624,1,1,0,3,5,2,2,4,1,34,1.0
6,0.924,1,1,0,3,5,11,1,3,3,40,0.0
48,0.91,1,1,0,3,5,21,3,2,3,167,1.0
103,0.939,1,1,1,2,0,19,3,1,2,26,0.0
5,0.92,1,1,0,3,5,21,8,2,5,81,0.0
5,0.92,1,1,0,3,5,15,2,6,5,30,0.0
5,0.92,0,1,0,3,5,8,4,2,2,314,0.0
5,0.92,1,1,0,3,5,9,6,2,0,28,0.0
5,0.92,1,1,2,3,5,16,6,2,1,30,0.0
5,0.92,1,1,0,3,5,14,1,2,2,110,0.0
48,0.91,1,1,0,4,6,13,6,5,5,182,0.0
13,0.926,1,1,0,4,5,21,2,2,5,70,0.0
64,0.624,0,1,0,3,5,7,8,2,1,118,0.0
48,0.91,1,1,0,5,5,21,3,2,5,55,0.0
5,0.92,0,1,0,3,5,2,2,2,0,168,0.0
64,0.624,1,1,0,3,5,6,8,2,3,68,1.0
5,0.92,1,0,0,3,5,15,4,2,5,32,0.0
5,0.92,1,1,0,3,5,13,6,2,2,14,0.0
45,0.769,1,1,0,4,5,14,7,1,2,36,0.0
13,0.926,1,0,0,4,3,11,3,2,3,90,0.0
64,0.624,0,0,1,4,5,6,2,2,1,29,0.0
64,0.624,1,1,0,3,5,10,8,2,1,24,0.0
4,0.804,1,1,2,3,5,2,4,2,1,31,0.0
48,0.91,0,1,0,3,5,12,2,2,3,10,0.0
5,0.92,1,1,0,3,5,21,8,2,5,37,0.0
64,0.624,1,1,0,3,5,8,5,2,1,70,1.0
74,0.893,1,1,2,3,1,8,2,1,1,23,0.0
85,0.8959999999999999,1,0,0,4,5,5,3,1,1,95,0.0
5,0.92,1,1,0,3,5,21,6,2,4,6,0.0
2,0.887,1,1,0,3,5,21,3,2,4,80,0.0
5,0.92,1,1,0,3,5,21,6,2,5,30,1.0
5,0.92,1,1,0,3,5,17,2,3,2,36,0.0
5,0.92,1,1,0,3,3,6,3,2,1,45,0.0
93,0.6659999999999999,1,1,0,3,5,21,1,2,5,94,0.0
5,0.92,1,1,0,3,3,8,8,2,1,21,0.0
30,0.897,1,1,0,3,5,14,4,2,1,16,0.0
5,0.92,1,1,0,3,5,10,3,3,1,83,0.0
5,0.92,1,1,0,3,3,10,2,2,5,150,0.0
13,0.926,1,1,0,4,5,21,1,2,5,54,0.0
5,0.92,1,1,0,3,5,21,7,2,5,78,0.0
74,0.893,1,1,2,3,3,21,6,2,1,96,0.0
4,0.804,1,1,0,5,5,21,4,1,5,28,1.0
13,0.926,1,1,0,4,5,16,6,2,1,13,0.0
64,0.624,1,1,0,3,5,6,8,2,1,55,0.0
5,0.92,0,0,0,3,3,4,4,5,2,68,0.0
5,0.92,1,1,0,4,5,10,8,2,5,23,1.0
49,0.92,1,1,0,4,3,21,2,5,5,278,0.0
31,0.836,1,1,0,3,5,9,2,2,1,86,0.0
13,0.926,1,0,0,4,5,8,3,2,1,20,0.0
78,0.8270000000000001,1,1,2,3,5,21,3,2,5,118,0.0
13,0.926,1,1,0,4,5,15,3,2,1,39,0.0
64,0.624,1,1,0,3,5,4,2,2,1,105,0.0
5,0.92,1,1,0,3,5,21,5,2,5,188,1.0
64,0.624,1,1,0,4,5,7,4,2,4,104,1.0
93,0.6659999999999999,1,1,2,3,3,2,4,2,2,14,1.0
88,0.7390000000000001,1,1,0,3,5,21,1,2,5,12,0.0
5,0.92,1,1,0,5,5,14,8,2,1,54,0.0
13,0.926,1,0,1,3,5,10,4,2,1,4,1.0
5,0.92,1,0,1,3,5,8,3,3,4,33,0.0
35,0.763,1,1,0,3,5,9,4,2,1,68,0.0
95,0.855,1,1,0,4,5,21,3,3,1,55,0.0
5,0.92,1,0,0,4,2,21,6,2,3,16,0.0
49,0.92,1,1,0,4,3,21,3,2,1,30,0.0
5,0.92,1,1,0,3,1,10,2,2,2,80,0.0
30,0.897,1,1,0,3,5,7,1,2,3,27,0.0
5,0.92,1,1,0,3,5,19,5,2,5,16,0.0
5,0.92,1,1,0,4,5,7,8,1,1,56,1.0
5,0.92,0,1,0,3,5,20,4,2,5,130,0.0
103,0.939,1,1,1,3,5,4,7,2,1,109,0.0
5,0.92,1,1,0,3,3,21,4,2,5,94,0.0
48,0.91,1,1,0,3,5,21,3,2,5,162,0.0
64,0.624,1,1,0,3,5,9,3,3,2,118,0.0
47,0.843,1,1,0,3,5,21,8,1,5,12,0.0
5,0.92,1,1,0,3,5,21,6,5,1,117,0.0
64,0.624,1,1,0,4,5,8,6,2,0,78,1.0
66,0.698,1,1,1,3,5,7,3,3,3,51,0.0
5,0.92,0,1,1,4,5,10,6,1,1,20,1.0
13,0.926,1,1,0,4,5,10,3,2,1,9,0.0
48,0.91,1,1,0,3,5,21,4,2,5,114,0.0
5,0.92,1,1,0,4,5,10,8,2,2,99,0.0
5,0.92,0,0,0,5,3,21,6,5,4,214,1.0
97,0.647,1,1,0,4,5,10,3,2,1,74,0.0
95,0.855,1,1,0,2,0,10,1,2,1,145,0.0
5,0.92,1,1,0,3,5,17,4,3,1,70,0.0
103,0.939,1,1,0,3,5,21,8,2,5,102,0.0
64,0.624,1,1,0,3,5,5,3,2,1,168,1.0
48,0.91,1,1,0,3,5,21,4,2,5,83,0.0
55,0.878,1,1,0,4,5,13,8,2,3,28,0.0
95,0.855,1,1,0,4,5,6,8,2,3,37,0.0
5,0.92,1,1,0,3,5,6,8,2,3,170,0.0
13,0.926,1,1,0,3,5,5,3,2,1,18,0.0
64,0.624,1,1,1,3,5,0,4,2,0,284,1.0
13,0.926,0,0,1,3,5,9,1,2,1,56,0.0
5,0.92,1,1,0,3,5,4,6,5,4,23,0.0
49,0.92,1,0,0,3,5,13,1,2,5,34,0.0
48,0.91,1,1,0,2,0,11,8,2,5,42,0.0
13,0.926,1,1,2,3,5,9,8,2,2,74,0.0
64,0.624,1,1,0,4,5,8,3,1,1,18,0.0
5,0.92,1,1,0,4,5,21,2,2,5,7,0.0
33,0.698,1,1,0,3,5,2,4,2,1,10,0.0
48,0.91,1,1,0,4,5,13,4,2,2,328,0.0
65,0.899,1,1,1,3,5,15,8,2,2,6,0.0
5,0.92,1,1,0,3,5,21,8,2,4,57,0.0
122,0.915,1,1,0,4,5,9,8,1,2,68,1.0
31,0.836,1,1,0,3,5,13,3,2,3,20,0.0
94,0.802,1,1,0,3,5,15,5,2,5,10,0.0
65,0.899,1,1,0,3,5,21,8,2,5,7,1.0
64,0.624,1,0,0,3,5,5,8,2,0,28,1.0
74,0.893,1,1,0,3,2,21,4,2,5,25,0.0
39,0.555,1,1,0,3,3,6,4,3,2,70,1.0
30,0.897,1,1,0,3,5,17,5,2,1,18,0.0
13,0.926,0,1,0,2,0,6,5,2,0,23,0.0
5,0.92,1,1,0,4,5,21,6,2,3,86,0.0
64,0.624,1,1,1,4,5,2,6,2,1,34,1.0
5,0.92,1,1,0,1,0,21,1,3,2,35,0.0
5,0.92,1,0,0,3,5,21,1,2,5,69,0.0
47,0.843,1,1,0,4,5,18,8,2,4,7,0.0
5,0.92,1,1,0,3,3,21,4,2,3,11,1.0
13,0.926,1,1,1,3,5,9,7,1,1,37,0.0
5,0.92,1,1,0,3,5,12,2,4,4,50,0.0
48,0.91,0,1,0,4,3,2,4,2,1,20,0.0
30,0.897,0,1,0,4,1,9,1,1,3,28,0.0
64,0.624,1,1,0,3,5,8,7,2,1,57,1.0
5,0.92,1,1,1,3,5,10,8,2,5,39,0.0
13,0.926,0,1,0,4,6,7,3,2,2,83,0.0
5,0.92,1,1,2,3,5,16,8,2,5,90,0.0
102,0.579,1,0,0,4,5,2,4,2,2,32,0.0
5,0.92,1,1,2,3,5,10,8,2,1,55,0.0
2,0.887,1,1,0,4,5,13,3,2,2,83,0.0
64,0.624,1,1,0,3,5,5,2,2,1,92,0.0
5,0.92,1,1,0,3,6,3,4,5,1,74,0.0
5,0.92,1,1,0,3,5,14,4,3,1,11,0.0
65,0.899,1,1,0,3,5,16,5,3,4,50,0.0
13,0.926,1,1,0,4,5,21,6,2,2,59,0.0
5,0.92,1,1,0,3,5,16,8,2,3,12,0.0
5,0.92,1,1,0,3,5,21,4,2,5,29,0.0
20,0.7809999999999999,0,1,0,4,5,7,8,2,1,21,0.0
5,0.92,1,0,0,3,5,0,4,3,1,17,1.0
7,0.794,0,1,2,3,5,5,6,2,1,65,0.0
5,0.92,1,1,0,3,5,4,3,2,1,42,0.0
4,0.804,1,1,1,4,5,7,8,1,1,2,1.0
13,0.926,1,0,0,5,5,21,8,2,1,18,0.0
49,0.92,1,0,1,2,0,7,4,2,1,55,0.0
13,0.926,1,0,2,3,5,7,4,2,1,324,1.0
50,0.767,1,1,0,3,5,4,3,2,1,26,0.0
41,0.6890000000000001,1,1,0,3,5,16,2,2,5,140,0.0
5,0.92,1,0,0,3,5,20,3,2,5,7,0.0
30,0.897,1,0,0,2,0,0,3,2,1,64,0.0
64,0.624,1,1,1,4,5,1,3,2,1,22,0.0
64,0.624,1,1,0,3,5,10,3,2,0,44,1.0
49,0.92,1,1,0,3,5,9,4,4,5,78,0.0
30,0.897,1,1,0,4,5,11,3,2,2,12,0.0
5,0.92,1,1,2,3,5,7,8,2,3,28,0.0
74,0.893,1,1,0,4,5,10,6,2,5,222,0.0
5,0.92,1,0,0,4,5,9,3,1,5,13,0.0
5,0.92,1,1,0,3,5,10,8,2,3,33,0.0
41,0.6890000000000001,1,0,0,3,5,5,1,2,1,61,0.0
6,0.924,1,1,0,3,1,12,1,4,0,50,0.0
5,0.92,1,1,0,3,5,21,4,2,5,49,0.0
48,0.91,1,0,1,3,5,8,4,3,1,74,0.0
99,0.884,1,1,0,3,5,5,8,2,1,7,0.0
55,0.878,1,0,2,2,0,21,6,2,5,196,0.0
5,0.92,0,0,0,3,5,9,8,2,4,34,0.0
69,0.848,1,1,0,3,5,7,3,2,0,86,0.0
109,0.847,1,0,0,3,5,20,8,2,0,9,0.0
5,0.92,1,1,0,3,5,13,3,3,1,84,0.0
13,0.926,0,1,0,4,5,21,8,2,1,140,0.0
5,0.92,1,1,2,3,4,7,6,1,5,22,0.0
30,0.897,1,1,0,4,5,14,4,2,1,83,0.0
64,0.624,1,1,0,3,5,4,7,2,1,70,0.0
31,0.836,1,0,2,2,0,21,3,2,2,108,0.0
101,0.754,1,0,0,5,5,21,8,1,5,26,0.0
48,0.91,1,1,0,3,5,5,3,2,1,70,0.0
49,0.92,1,0,2,3,6,6,8,1,3,55,0.0
21,0.738,1,1,1,3,5,3,4,2,1,55,1.0
26,0.8270000000000001,1,1,0,4,5,13,6,2,0,15,0.0
5,0.92,1,1,0,3,5,19,4,2,2,48,0.0
5,0.92,1,1,0,3,5,6,6,2,1,106,0.0
105,0.83,1,1,0,3,5,15,2,2,2,16,0.0
5,0.92,0,1,0,3,5,14,4,1,2,64,0.0
64,0.624,1,0,0,3,4,2,3,4,0,83,0.0
64,0.624,1,1,0,3,5,5,8,2,1,21,1.0
89,0.866,1,0,0,5,5,9,4,2,5,53,0.0
2,0.887,1,1,0,2,0,0,3,2,1,59,0.0
13,0.926,1,0,2,4,5,16,6,5,5,101,0.0
94,0.802,0,1,0,3,5,8,4,2,2,22,1.0
5,0.92,1,1,0,3,1,21,4,3,1,28,0.0
13,0.926,1,1,0,3,5,21,2,2,5,21,0.0
5,0.92,1,1,0,3,5,15,8,2,5,37,0.0
5,0.92,1,1,0,3,6,21,4,2,5,33,0.0
30,0.897,1,1,0,4,5,0,1,2,1,114,0.0
5,0.92,1,1,0,3,5,21,6,2,4,69,0.0
2,0.887,1,1,0,3,5,21,4,2,2,139,0.0
5,0.92,1,1,1,2,0,2,8,1,0,34,0.0
5,0.92,0,1,0,3,5,21,3,2,5,83,0.0
5,0.92,1,1,0,3,5,6,2,2,3,26,0.0
64,0.624,1,1,0,3,5,10,6,2,1,7,0.0
62,0.7879999999999999,1,1,0,2,0,21,4,3,1,56,0.0
64,0.624,1,1,1,4,5,5,3,2,2,23,0.0
5,0.92,1,1,0,3,5,6,3,3,1,11,0.0
5,0.92,1,1,0,3,5,17,8,2,1,48,0.0
48,0.91,1,1,0,3,2,21,4,2,1,10,0.0
13,0.926,1,0,1,4,5,9,3,1,2,2,0.0
64,0.624,1,1,1,3,5,6,3,2,3,56,1.0
48,0.91,1,1,0,4,5,9,2,6,2,324,0.0
95,0.855,0,1,1,3,5,2,1,4,1,49,0.0
5,0.92,1,1,0,3,5,21,2,2,5,98,0.0
64,0.624,1,1,0,3,5,12,3,2,1,6,0.0
64,0.624,0,0,2,3,5,5,3,2,1,32,0.0
64,0.624,1,1,1,3,5,1,6,2,1,58,1.0
1,0.895,1,0,1,3,5,6,2,2,2,73,0.0
5,0.92,1,1,0,4,5,21,4,2,1,21,0.0
65,0.899,1,1,1,4,5,13,5,3,1,20,0.0
5,0.92,1,1,0,3,5,5,2,2,1,56,0.0
5,0.92,1,0,0,3,5,21,7,1,5,6,0.0
64,0.624,0,1,1,3,5,2,2,2,1,4,1.0
103,0.939,1,1,0,3,5,13,8,2,1,54,1.0
5,0.92,1,1,0,3,5,7,4,2,1,57,0.0
13,0.926,1,1,2,4,2,21,6,2,3,1,0.0
48,0.91,1,1,0,4,6,5,6,1,1,50,0.0
49,0.92,1,1,0,3,5,13,5,2,5,10,0.0
48,0.91,0,1,0,3,5,1,5,2,1,46,0.0
91,0.913,1,1,2,3,5,7,4,2,1,18,0.0
6,0.924,1,1,0,3,5,21,4,2,5,39,0.0
5,0.92,0,1,0,3,5,21,7,2,1,15,0.0
1,0.895,1,1,0,3,5,9,2,2,1,89,0.0
61,0.682,1,1,0,3,5,6,4,2,1,45,0.0
83,0.762,1,0,0,4,5,10,7,1,1,122,0.0
99,0.884,1,1,0,3,5,5,2,3,1,87,0.0
13,0.926,1,1,0,3,6,19,1,3,1,130,0.0
5,0.92,1,1,0,3,3,21,8,2,1,20,0.0
5,0.92,1,1,0,3,5,7,6,2,3,25,0.0
11,0.55,1,1,2,3,4,6,5,2,1,23,1.0
13,0.926,1,1,2,3,5,10,8,2,0,44,0.0
64,0.624,1,1,0,3,5,10,8,2,2,9,1.0
30,0.897,1,1,0,4,5,13,8,2,0,73,0.0
104,0.698,1,1,0,3,5,21,6,2,5,54,0.0
5,0.92,0,1,0,4,3,5,8,1,1,21,0.0
13,0.926,1,1,0,3,5,8,3,2,2,242,0.0
69,0.848,1,1,0,4,5,15,4,2,1,19,0.0
30,0.897,1,1,0,4,5,5,8,2,3,162,0.0
48,0.91,0,1,0,3,5,9,8,2,1,8,0.0
5,0.92,1,1,0,3,5,11,2,3,1,24,0.0
15,0.743,1,1,0,3,5,9,4,1,3,51,0.0
102,0.579,1,0,0,4,5,5,3,5,1,89,1.0
5,0.92,1,1,0,3,5,14,4,2,1,18,0.0
36,0.727,1,1,0,3,5,2,3,2,1,42,0.0
13,0.926,1,0,1,4,5,13,8,2,1,51,0.0
5,0.92,1,1,0,3,5,19,5,2,5,46,0.0
64,0.624,1,1,0,4,5,8,3,2,2,102,1.0
5,0.92,1,1,0,3,5,10,7,2,1,118,0.0
49,0.92,1,1,0,3,5,5,3,2,1,42,0.0
13,0.926,1,1,0,3,3,21,1,2,5,14,0.0
5,0.92,1,1,0,3,5,9,7,1,2,78,1.0
4,0.804,1,1,0,4,5,11,6,2,1,15,1.0
64,0.624,1,1,0,4,5,9,2,4,1,79,1.0
113,0.698,1,0,1,2,0,1,4,2,0,15,0.0
13,0.926,1,1,0,4,5,10,6,2,1,62,0.0
13,0.926,1,1,0,2,0,8,2,2,0,50,1.0
13,0.926,1,1,0,4,5,11,4,3,1,82,0.0
4,0.804,1,1,0,4,5,21,5,2,5,168,0.0
36,0.727,1,1,1,3,5,5,6,2,1,48,0.0
5,0.92,1,1,0,3,5,13,8,2,2,84,0.0
120,0.925,1,0,0,4,5,21,3,2,5,116,0.0
89,0.866,1,0,0,2,0,15,4,2,3,14,0.0
4,0.804,1,0,0,3,5,3,4,2,1,76,0.0
102,0.579,1,1,1,3,4,2,3,2,1,4,1.0
5,0.92,1,1,0,3,5,21,3,2,2,50,0.0
31,0.836,1,1,1,2,0,5,8,2,1,58,0.0
5,0.92,1,1,0,3,5,21,6,2,1,72,0.0
64,0.624,1,1,0,3,5,1,6,5,0,128,1.0
64,0.624,1,1,0,3,5,13,8,2,3,53,1.0
64,0.624,1,1,0,4,2,16,1,2,1,30,1.0
95,0.855,1,1,0,4,5,15,5,2,0,334,0.0
37,0.74,1,1,1,3,5,6,2,3,2,136,1.0
94,0.802,1,1,0,4,5,18,4,2,2,50,0.0
6,0.924,1,1,0,3,5,5,4,2,1,126,0.0
48,0.91,1,1,0,3,5,10,8,2,1,20,0.0
64,0.624,1,1,0,3,5,17,4,2,3,42,0.0
74,0.893,1,1,0,2,0,12,4,5,5,109,0.0
64,0.624,1,1,0,4,5,14,7,2,1,87,1.0
112,0.923,1,1,0,4,5,21,4,2,1,26,0.0
5,0.92,1,1,0,3,5,21,8,2,3,54,0.0
94,0.802,1,1,0,4,5,11,5,2,1,20,0.0
5,0.92,1,1,0,3,5,21,6,2,5,70,0.0
13,0.926,1,1,0,4,5,17,4,2,5,19,0.0
91,0.913,1,1,0,3,5,11,3,2,2,62,0.0
95,0.855,1,1,0,4,5,8,3,2,2,24,0.0
48,0.91,1,1,0,3,5,8,4,2,5,87,0.0
13,0.926,1,1,1,4,5,11,7,1,1,22,0.0
5,0.92,1,1,0,3,5,19,8,2,5,294,0.0
116,0.698,1,0,0,4,5,13,3,2,0,131,0.0
94,0.802,1,0,0,5,5,10,4,1,5,73,0.0
103,0.939,1,1,0,3,5,21,1,2,2,65,0.0
64,0.624,1,1,0,3,5,5,3,2,1,7,1.0
64,0.624,1,1,1,3,5,10,7,2,1,286,1.0
82,0.89,1,1,2,3,5,7,3,4,1,31,0.0
3,0.5579999999999999,1,0,1,2,0,4,1,4,1,87,0.0
64,0.624,1,1,0,3,5,3,3,2,2,88,0.0
64,0.624,1,0,0,3,5,1,1,4,1,7,0.0
94,0.802,1,1,2,3,5,6,6,2,1,141,0.0
11,0.55,1,1,2,3,5,2,3,2,1,97,1.0
39,0.555,1,1,0,3,5,8,1,4,0,12,0.0
6,0.924,1,1,0,3,0,6,3,2,1,12,0.0
5,0.92,0,0,1,3,5,7,8,2,1,22,0.0
91,0.913,0,1,0,4,5,13,3,2,2,72,1.0
5,0.92,1,1,0,4,5,21,2,3,2,308,0.0
94,0.802,1,1,0,3,5,10,4,2,0,42,0.0
5,0.92,1,0,2,3,5,2,2,2,1,52,0.0
13,0.926,1,1,0,3,5,8,3,3,2,53,0.0
5,0.92,1,1,0,3,5,21,3,2,4,28,0.0
30,0.897,1,1,0,4,5,21,7,2,5,43,0.0
112,0.923,1,0,0,4,5,19,5,2,5,31,0.0
120,0.925,1,1,0,3,5,21,2,2,5,102,0.0
48,0.91,1,1,0,3,4,21,8,2,1,77,0.0
98,0.698,1,1,1,3,5,9,3,2,5,20,0.0
5,0.92,1,1,0,3,5,15,4,2,3,50,0.0
47,0.843,1,1,0,4,5,15,1,2,5,59,0.0
51,0.903,1,1,0,3,5,12,1,5,3,54,1.0
58,0.512,1,1,0,3,5,13,3,2,1,51,1.0
5,0.92,1,1,0,3,6,18,3,2,4,45,0.0
48,0.91,1,1,0,4,5,18,3,5,5,52,0.0
66,0.698,1,1,0,4,5,9,4,2,2,48,0.0
5,0.92,1,1,0,4,5,18,8,2,3,57,0.0
2,0.887,0,1,0,3,5,12,2,2,1,100,0.0
5,0.92,1,1,0,3,1,21,5,2,5,25,0.0
64,0.624,1,1,0,3,5,16,6,2,2,96,0.0
48,0.91,1,1,0,3,3,5,5,2,5,6,0.0
5,0.92,1,1,0,3,5,17,8,2,2,28,0.0
5,0.92,1,1,0,4,5,10,6,2,1,57,0.0
48,0.91,1,1,1,3,5,13,6,2,1,178,0.0
5,0.92,1,1,0,3,5,21,8,2,5,10,0.0
64,0.624,1,1,1,4,5,21,6,2,5,4,0.0
5,0.92,1,1,0,3,5,3,4,2,3,106,1.0
5,0.92,1,0,1,2,0,5,3,5,1,3,0.0
64,0.624,1,1,1,4,5,0,3,2,5,78,1.0
5,0.92,1,1,0,3,5,11,4,3,2,34,1.0
5,0.92,1,1,0,3,5,14,6,2,4,150,0.0
30,0.897,1,1,0,4,5,9,4,2,1,5,0.0
30,0.897,1,1,0,4,5,8,1,4,1,84,0.0
42,0.698,1,0,1,3,5,0,4,5,1,56,0.0
64,0.624,1,1,0,3,5,6,3,2,5,161,0.0
13,0.926,1,1,0,4,5,21,4,2,5,72,0.0
31,0.836,1,1,0,3,5,21,2,2,1,60,0.0
48,0.91,1,1,0,3,5,14,1,2,2,262,0.0
5,0.92,1,0,1,2,0,2,3,2,1,220,0.0
114,0.925,0,1,0,4,5,7,4,2,1,20,0.0
13,0.926,1,1,0,4,5,11,3,2,3,80,0.0
47,0.843,1,1,0,3,5,5,2,3,1,10,0.0
73,0.4479999999999999,1,0,0,3,5,5,8,2,2,36,0.0
104,0.698,1,1,0,4,5,20,3,2,2,132,0.0
101,0.754,1,1,2,4,5,14,8,1,2,288,0.0
30,0.897,0,0,1,5,5,6,4,1,1,158,0.0
41,0.6890000000000001,1,1,0,3,5,10,3,3,1,52,0.0
13,0.926,1,1,0,2,0,21,6,2,0,59,0.0
64,0.624,0,1,0,3,5,4,3,2,1,64,1.0
91,0.913,1,1,0,3,5,4,3,2,1,222,0.0
64,0.624,1,1,0,3,5,7,4,2,2,162,1.0
13,0.926,1,1,0,3,5,14,3,2,0,22,1.0
61,0.682,1,1,0,3,5,7,3,2,1,73,0.0
64,0.624,1,1,0,4,4,10,4,3,1,22,1.0
85,0.8959999999999999,1,1,0,4,3,21,7,5,5,18,0.0
26,0.8270000000000001,1,1,0,3,5,21,7,2,5,16,0.0
94,0.802,1,1,0,2,0,8,6,2,1,13,0.0
5,0.92,1,1,0,3,5,16,2,3,1,65,0.0
2,0.887,1,1,0,5,5,16,3,3,1,212,1.0
103,0.939,1,1,0,4,5,13,7,1,1,161,0.0
48,0.91,2,1,0,3,5,15,8,2,1,53,0.0
6,0.924,1,1,0,3,5,6,2,3,3,150,0.0
5,0.92,1,1,0,4,5,20,8,2,5,22,0.0
13,0.926,1,1,0,3,5,9,8,2,1,92,0.0
5,0.92,2,1,0,3,5,15,2,3,1,15,0.0
48,0.91,1,1,0,3,5,10,5,2,1,28,0.0
6,0.924,1,0,0,4,5,14,8,2,1,53,0.0
30,0.897,0,0,1,3,5,4,8,1,1,47,0.0
74,0.893,1,1,0,2,0,8,4,2,5,110,0.0
4,0.804,1,1,0,4,5,15,4,2,5,42,0.0
64,0.624,1,1,0,3,5,6,8,2,2,42,1.0
5,0.92,1,1,0,3,5,21,4,2,5,11,0.0
5,0.92,1,1,0,3,6,20,4,2,3,39,0.0
5,0.92,1,1,0,4,3,16,3,2,2,50,0.0
5,0.92,1,1,0,3,5,6,5,2,4,25,0.0
48,0.91,1,1,0,3,5,16,3,2,5,18,0.0
13,0.926,1,1,0,3,5,12,3,2,4,15,0.0
95,0.855,1,1,0,4,5,13,5,2,4,70,0.0
70,0.939,1,1,0,4,5,21,2,2,5,33,0.0
6,0.924,1,1,0,3,3,5,3,5,1,61,0.0
64,0.624,1,1,0,3,5,6,6,2,1,75,0.0
6,0.924,1,1,0,3,5,5,4,2,1,16,0.0
55,0.878,1,1,1,4,5,5,4,5,1,26,0.0
6,0.924,1,1,0,5,5,9,4,2,1,11,1.0
103,0.939,1,1,0,5,5,21,5,2,1,10,0.0
96,0.856,1,1,0,4,5,11,4,2,2,94,0.0
13,0.926,1,1,2,2,0,5,3,3,2,51,0.0
70,0.939,1,1,0,3,5,21,1,2,5,24,0.0
121,0.949,1,0,0,5,3,6,6,1,5,127,0.0
48,0.91,1,0,0,2,0,5,8,2,1,198,0.0
5,0.92,1,1,0,3,5,5,2,2,5,94,0.0
48,0.91,1,1,0,3,5,21,4,2,2,17,0.0
49,0.92,1,0,1,3,5,10,2,2,3,52,0.0
5,0.92,1,0,0,3,1,1,4,2,1,55,0.0
48,0.91,1,1,0,3,5,7,4,2,1,29,0.0
