gender,enrolled_university,education_level,experience,company_size,company_type,last_new_job,city,city_development_index,relevent_experience,major_discipline,training_hours,target
1.0,0.0,3.0,7.0,4.0,2.0,1.0,48,0.91,1,5,77,0.0
1.0,0.0,3.0,13.0,2.0,3.0,1.0,5,0.92,1,5,157,0.0
1.0,1.0,2.0,7.0,3.0,2.0,0.0,122,0.915,0,0,138,1.0
1.0,0.0,3.0,13.0,7.0,2.0,5.0,5,0.92,1,5,11,0.0
1.0,0.0,3.0,9.0,3.0,2.0,4.0,5,0.92,1,5,56,0.0
1.0,0.0,3.0,3.0,3.0,2.0,2.0,22,0.479,0,5,23,1.0
1.0,0.0,4.0,9.0,4.0,2.0,5.0,11,0.55,1,5,18,0.0
1.0,0.0,3.0,21.0,3.0,2.0,0.0,48,0.91,1,5,110,1.0
0.0,0.0,3.0,21.0,4.0,2.0,3.0,48,0.91,1,5,55,0.0
0.0,0.0,4.0,4.0,3.0,2.0,2.0,48,0.91,1,3,25,0.0
1.0,0.0,3.0,3.0,5.0,3.0,3.0,60,0.698,1,5,57,0.0
0.0,0.0,4.0,17.0,4.0,2.0,3.0,50,0.767,1,5,10,1.0
1.0,1.0,3.0,5.0,3.0,2.0,3.0,64,0.624,1,5,51,1.0
1.0,0.0,3.0,10.0,4.0,2.0,5.0,5,0.92,1,5,109,0.0
1.0,0.0,3.0,11.0,8.0,2.0,5.0,48,0.91,1,5,51,1.0
1.0,1.0,4.0,3.0,1.0,2.0,1.0,64,0.624,1,5,129,1.0
1.0,0.0,4.0,21.0,8.0,2.0,5.0,5,0.92,1,6,70,0.0
1.0,1.0,2.0,8.0,2.0,2.0,1.0,95,0.855,0,0,18,0.0
1.0,0.0,3.0,21.0,3.0,4.0,5.0,48,0.91,1,5,25,0.0
0.0,0.0,3.0,9.0,2.0,2.0,1.0,48,0.91,0,5,28,1.0
1.0,2.0,3.0,2.0,2.0,2.0,1.0,78,0.8270000000000001,0,5,246,0.0
0.0,0.0,5.0,14.0,6.0,5.0,1.0,5,0.92,0,5,55,0.0
0.0,0.0,3.0,10.0,2.0,2.0,4.0,5,0.92,1,5,22,1.0
1.0,0.0,4.0,10.0,3.0,2.0,1.0,0,0.847,1,5,67,0.0
1.0,0.0,3.0,21.0,5.0,2.0,2.0,48,0.91,0,5,68,0.0
1.0,0.0,4.0,7.0,3.0,2.0,1.0,48,0.91,1,5,53,0.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,64,0.624,1,5,104,0.0
1.0,0.0,3.0,15.0,4.0,2.0,2.0,116,0.698,1,5,102,1.0
1.0,0.0,3.0,0.0,3.0,2.0,2.0,4,0.804,1,5,11,1.0
0.0,0.0,4.0,21.0,4.0,1.0,5.0,5,0.92,1,3,38,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,99,0.884,1,5,53,0.0
1.0,0.0,3.0,12.0,5.0,3.0,2.0,64,0.624,1,5,3,1.0
1.0,2.0,4.0,5.0,5.0,1.0,1.0,36,0.727,0,5,17,0.0
1.0,0.0,3.0,21.0,2.0,2.0,2.0,5,0.92,0,5,70,0.0
1.0,1.0,3.0,14.0,4.0,2.0,1.0,105,0.83,1,5,136,0.0
1.0,0.0,3.0,12.0,3.0,2.0,1.0,5,0.92,1,5,30,0.0
1.0,1.0,3.0,5.0,4.0,2.0,1.0,64,0.624,1,0,139,1.0
1.0,0.0,3.0,16.0,5.0,2.0,1.0,95,0.855,1,5,32,0.0
1.0,0.0,3.0,1.0,3.0,2.0,0.0,64,0.624,0,0,56,1.0
1.0,1.0,3.0,3.0,1.0,4.0,1.0,5,0.92,0,5,8,0.0
1.0,0.0,3.0,5.0,2.0,3.0,3.0,7,0.794,1,5,6,0.0
1.0,0.0,4.0,8.0,3.0,2.0,1.0,30,0.897,1,5,133,0.0
0.0,0.0,4.0,9.0,4.0,2.0,1.0,13,0.926,1,3,44,0.0
1.0,0.0,3.0,4.0,3.0,3.0,1.0,5,0.92,1,5,26,0.0
1.0,0.0,3.0,19.0,4.0,1.0,1.0,50,0.767,1,5,12,0.0
1.0,1.0,2.0,4.0,3.0,2.0,2.0,6,0.924,0,0,13,0.0
1.0,0.0,3.0,21.0,4.0,2.0,2.0,5,0.92,1,5,6,0.0
1.0,0.0,4.0,10.0,8.0,2.0,1.0,64,0.624,1,5,135,1.0
1.0,0.0,3.0,21.0,2.0,2.0,5.0,30,0.897,1,5,23,0.0
1.0,0.0,2.0,2.0,5.0,2.0,2.0,107,0.698,0,0,97,0.0
1.0,0.0,2.0,3.0,1.0,4.0,1.0,78,0.8270000000000001,1,0,9,0.0
1.0,1.0,3.0,8.0,7.0,2.0,1.0,64,0.624,1,5,18,1.0
1.0,0.0,3.0,6.0,4.0,2.0,2.0,102,0.579,1,5,17,0.0
1.0,0.0,2.0,6.0,4.0,2.0,1.0,5,0.92,0,0,78,0.0
1.0,0.0,2.0,17.0,2.0,2.0,2.0,13,0.926,1,0,138,0.0
1.0,0.0,3.0,7.0,3.0,2.0,1.0,28,0.742,1,5,127,0.0
1.0,0.0,3.0,10.0,3.0,2.0,1.0,116,0.698,1,5,26,0.0
1.0,0.0,2.0,19.0,4.0,2.0,1.0,48,0.91,1,0,17,1.0
1.0,0.0,4.0,17.0,8.0,2.0,3.0,55,0.878,1,5,12,0.0
1.0,0.0,3.0,21.0,8.0,2.0,5.0,5,0.92,1,5,90,0.0
1.0,0.0,2.0,2.0,3.0,3.0,1.0,65,0.899,1,0,4,0.0
1.0,0.0,2.0,0.0,2.0,2.0,1.0,13,0.926,0,0,57,1.0
1.0,0.0,3.0,11.0,7.0,2.0,5.0,5,0.92,1,5,80,0.0
1.0,1.0,2.0,4.0,6.0,2.0,0.0,85,0.8959999999999999,0,0,188,0.0
1.0,1.0,3.0,1.0,4.0,2.0,1.0,41,0.6890000000000001,1,5,18,1.0
1.0,0.0,3.0,8.0,2.0,4.0,1.0,95,0.855,1,5,101,0.0
1.0,0.0,3.0,21.0,8.0,2.0,4.0,5,0.92,1,5,18,0.0
0.0,0.0,3.0,4.0,3.0,2.0,3.0,61,0.682,1,5,82,1.0
1.0,0.0,3.0,16.0,4.0,2.0,3.0,5,0.92,1,5,80,0.0
1.0,1.0,2.0,2.0,5.0,2.0,1.0,13,0.926,0,0,120,0.0
1.0,1.0,3.0,0.0,3.0,2.0,1.0,24,0.527,0,5,18,0.0
1.0,1.0,3.0,6.0,3.0,2.0,1.0,4,0.804,0,5,33,1.0
1.0,0.0,3.0,21.0,8.0,2.0,5.0,5,0.92,1,5,101,0.0
1.0,1.0,3.0,3.0,2.0,2.0,2.0,39,0.555,0,5,3,1.0
0.0,0.0,2.0,0.0,5.0,3.0,0.0,5,0.92,0,0,182,0.0
1.0,0.0,2.0,7.0,4.0,2.0,5.0,121,0.949,0,0,288,0.0
1.0,0.0,4.0,0.0,8.0,2.0,1.0,48,0.91,1,5,52,0.0
1.0,0.0,3.0,4.0,5.0,2.0,1.0,119,0.698,1,5,92,1.0
1.0,2.0,3.0,9.0,1.0,3.0,1.0,13,0.926,1,5,67,0.0
1.0,1.0,3.0,5.0,6.0,3.0,0.0,37,0.74,0,5,17,1.0
1.0,0.0,2.0,21.0,4.0,6.0,5.0,6,0.924,1,0,6,0.0
1.0,0.0,3.0,12.0,2.0,2.0,1.0,101,0.754,1,5,37,1.0
1.0,2.0,3.0,3.0,4.0,2.0,1.0,17,0.722,0,5,55,0.0
1.0,1.0,3.0,4.0,8.0,2.0,1.0,118,0.865,1,5,121,0.0
1.0,0.0,3.0,3.0,3.0,2.0,1.0,44,0.556,1,5,4,1.0
2.0,1.0,2.0,1.0,4.0,2.0,0.0,89,0.866,0,0,37,0.0
1.0,0.0,3.0,12.0,2.0,2.0,2.0,49,0.92,1,5,7,0.0
0.0,0.0,4.0,12.0,8.0,2.0,1.0,5,0.92,0,5,50,0.0
0.0,2.0,3.0,4.0,2.0,3.0,2.0,13,0.926,1,5,214,0.0
1.0,0.0,4.0,1.0,3.0,2.0,1.0,64,0.624,1,5,34,0.0
1.0,0.0,3.0,10.0,4.0,2.0,5.0,30,0.897,1,5,25,0.0
1.0,0.0,3.0,5.0,3.0,3.0,1.0,5,0.92,1,5,66,0.0
1.0,0.0,3.0,10.0,2.0,2.0,1.0,86,0.74,1,5,9,1.0
1.0,1.0,2.0,7.0,3.0,2.0,2.0,112,0.923,0,0,108,0.0
1.0,0.0,3.0,3.0,8.0,2.0,1.0,101,0.754,0,5,96,0.0
1.0,1.0,3.0,3.0,4.0,1.0,1.0,64,0.624,0,5,14,0.0
1.0,0.0,2.0,12.0,5.0,2.0,1.0,50,0.767,1,0,68,0.0
1.0,2.0,3.0,3.0,4.0,2.0,1.0,5,0.92,0,5,12,1.0
1.0,0.0,3.0,9.0,3.0,2.0,2.0,122,0.915,1,5,55,0.0
2.0,0.0,3.0,13.0,6.0,2.0,4.0,74,0.893,1,5,11,0.0
1.0,0.0,3.0,11.0,4.0,2.0,2.0,48,0.91,1,5,31,0.0
1.0,1.0,3.0,2.0,6.0,2.0,1.0,55,0.878,0,3,17,0.0
1.0,2.0,4.0,12.0,7.0,5.0,1.0,5,0.92,1,3,30,0.0
1.0,0.0,4.0,13.0,8.0,2.0,4.0,5,0.92,1,5,17,0.0
1.0,2.0,4.0,6.0,2.0,4.0,1.0,99,0.884,1,5,70,0.0
1.0,0.0,4.0,9.0,3.0,2.0,2.0,64,0.624,1,5,246,0.0
1.0,0.0,3.0,12.0,4.0,2.0,4.0,2,0.887,1,5,96,1.0
1.0,1.0,3.0,5.0,1.0,2.0,2.0,13,0.926,1,5,100,0.0
1.0,1.0,3.0,10.0,4.0,3.0,0.0,64,0.624,0,5,24,1.0
1.0,0.0,4.0,21.0,4.0,2.0,0.0,13,0.926,1,5,250,0.0
1.0,0.0,4.0,21.0,6.0,2.0,1.0,36,0.727,1,5,88,1.0
1.0,0.0,2.0,12.0,3.0,2.0,3.0,5,0.92,1,0,64,0.0
1.0,0.0,4.0,19.0,1.0,4.0,2.0,5,0.92,0,5,24,0.0
1.0,0.0,3.0,12.0,3.0,2.0,1.0,35,0.763,1,5,288,0.0
1.0,0.0,3.0,7.0,6.0,2.0,1.0,49,0.92,1,5,102,0.0
1.0,0.0,3.0,9.0,5.0,2.0,1.0,13,0.926,1,5,73,0.0
1.0,0.0,4.0,21.0,5.0,2.0,2.0,120,0.925,1,5,35,1.0
1.0,0.0,3.0,14.0,7.0,2.0,5.0,64,0.624,1,5,33,0.0
0.0,0.0,4.0,21.0,4.0,2.0,5.0,95,0.855,0,5,35,0.0
1.0,0.0,4.0,21.0,3.0,2.0,1.0,48,0.91,1,5,152,0.0
1.0,0.0,3.0,7.0,4.0,2.0,4.0,66,0.698,0,4,5,1.0
1.0,0.0,3.0,10.0,3.0,2.0,1.0,103,0.939,1,5,176,0.0
1.0,1.0,4.0,15.0,4.0,2.0,1.0,13,0.926,1,5,330,0.0
1.0,0.0,4.0,6.0,8.0,2.0,0.0,30,0.897,1,5,126,0.0
1.0,1.0,4.0,5.0,4.0,2.0,1.0,53,0.921,1,5,10,0.0
1.0,0.0,3.0,5.0,6.0,2.0,1.0,64,0.624,1,5,52,1.0
1.0,1.0,3.0,7.0,6.0,2.0,1.0,5,0.92,0,6,110,1.0
1.0,1.0,3.0,4.0,5.0,1.0,0.0,88,0.7390000000000001,1,5,69,0.0
1.0,1.0,3.0,3.0,6.0,2.0,0.0,13,0.926,0,5,60,0.0
1.0,0.0,3.0,21.0,5.0,3.0,5.0,1,0.895,1,5,40,0.0
1.0,0.0,5.0,19.0,7.0,1.0,3.0,49,0.92,0,5,250,0.0
1.0,0.0,2.0,0.0,5.0,2.0,0.0,101,0.754,0,0,68,0.0
1.0,0.0,3.0,21.0,3.0,2.0,4.0,48,0.91,1,5,34,1.0
1.0,1.0,3.0,4.0,7.0,2.0,2.0,5,0.92,0,5,30,0.0
2.0,0.0,4.0,16.0,3.0,2.0,1.0,95,0.855,1,5,2,0.0
1.0,0.0,4.0,6.0,2.0,2.0,1.0,5,0.92,1,5,45,0.0
1.0,0.0,3.0,7.0,6.0,3.0,5.0,99,0.884,1,5,104,0.0
1.0,0.0,3.0,13.0,2.0,3.0,1.0,0,0.847,1,5,23,0.0
1.0,1.0,2.0,0.0,4.0,3.0,0.0,64,0.624,0,0,332,0.0
1.0,0.0,2.0,0.0,2.0,2.0,0.0,64,0.624,0,0,20,1.0
1.0,0.0,1.0,0.0,4.0,3.0,0.0,65,0.899,0,0,168,0.0
1.0,0.0,3.0,6.0,2.0,3.0,1.0,48,0.91,1,5,68,0.0
1.0,0.0,4.0,8.0,4.0,3.0,2.0,91,0.913,1,5,111,0.0
1.0,0.0,3.0,4.0,6.0,2.0,1.0,64,0.624,1,5,25,1.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,5,0.92,1,5,78,0.0
1.0,0.0,3.0,21.0,6.0,2.0,5.0,5,0.92,1,5,109,0.0
1.0,0.0,3.0,9.0,8.0,2.0,5.0,64,0.624,1,5,51,1.0
1.0,2.0,2.0,15.0,6.0,2.0,5.0,82,0.89,1,0,15,0.0
1.0,0.0,3.0,2.0,1.0,2.0,2.0,48,0.91,1,5,17,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,120,0.925,1,5,63,0.0
1.0,0.0,3.0,0.0,4.0,3.0,1.0,48,0.91,1,3,94,1.0
1.0,0.0,3.0,6.0,7.0,2.0,1.0,15,0.743,1,5,64,0.0
1.0,0.0,4.0,7.0,6.0,2.0,2.0,64,0.624,1,5,20,1.0
1.0,0.0,3.0,16.0,4.0,2.0,1.0,48,0.91,1,5,15,0.0
1.0,0.0,4.0,1.0,3.0,2.0,2.0,64,0.624,0,0,26,1.0
1.0,1.0,3.0,11.0,3.0,3.0,0.0,5,0.92,0,5,6,0.0
1.0,0.0,3.0,18.0,4.0,2.0,5.0,36,0.727,1,5,182,0.0
1.0,0.0,3.0,17.0,6.0,2.0,5.0,49,0.92,1,5,22,0.0
1.0,1.0,3.0,6.0,5.0,2.0,0.0,13,0.926,0,5,71,0.0
1.0,0.0,3.0,8.0,1.0,2.0,1.0,67,0.698,1,5,111,0.0
1.0,0.0,3.0,17.0,5.0,2.0,1.0,31,0.836,1,4,32,0.0
0.0,1.0,2.0,2.0,8.0,2.0,1.0,95,0.855,0,0,6,0.0
1.0,0.0,3.0,6.0,4.0,2.0,1.0,94,0.802,1,5,21,0.0
1.0,0.0,4.0,3.0,4.0,2.0,2.0,48,0.91,1,5,46,0.0
1.0,0.0,3.0,12.0,5.0,2.0,5.0,64,0.624,1,5,163,1.0
1.0,0.0,3.0,16.0,4.0,2.0,1.0,5,0.92,1,5,12,0.0
1.0,1.0,2.0,3.0,3.0,2.0,1.0,64,0.624,0,0,35,1.0
1.0,0.0,1.0,4.0,3.0,2.0,2.0,55,0.878,0,0,8,0.0
1.0,0.0,4.0,16.0,8.0,2.0,5.0,64,0.624,1,5,21,1.0
1.0,0.0,3.0,11.0,4.0,2.0,2.0,13,0.926,1,5,56,0.0
1.0,0.0,3.0,21.0,4.0,2.0,1.0,85,0.8959999999999999,1,1,30,0.0
1.0,1.0,4.0,10.0,6.0,3.0,1.0,49,0.92,0,5,7,0.0
1.0,2.0,3.0,14.0,8.0,2.0,5.0,101,0.754,1,5,23,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,49,0.92,1,5,9,0.0
1.0,0.0,4.0,21.0,3.0,2.0,5.0,13,0.926,1,5,26,0.0
1.0,0.0,3.0,14.0,8.0,2.0,3.0,51,0.903,1,5,40,1.0
1.0,1.0,4.0,19.0,3.0,3.0,2.0,2,0.887,1,5,106,0.0
1.0,0.0,3.0,12.0,6.0,2.0,2.0,96,0.856,1,4,314,0.0
1.0,0.0,3.0,15.0,6.0,2.0,1.0,64,0.624,1,5,14,1.0
1.0,1.0,3.0,5.0,7.0,1.0,1.0,5,0.92,1,5,111,0.0
1.0,0.0,3.0,9.0,2.0,2.0,3.0,64,0.624,0,5,50,1.0
1.0,0.0,2.0,8.0,4.0,2.0,5.0,48,0.91,1,0,111,0.0
1.0,1.0,4.0,9.0,3.0,2.0,5.0,82,0.89,1,5,51,0.0
1.0,0.0,3.0,4.0,4.0,3.0,2.0,121,0.949,0,5,68,1.0
1.0,1.0,3.0,5.0,4.0,2.0,1.0,30,0.897,0,5,16,0.0
1.0,0.0,4.0,6.0,1.0,2.0,1.0,30,0.897,1,5,6,0.0
1.0,0.0,5.0,21.0,8.0,2.0,2.0,5,0.92,1,5,13,0.0
1.0,0.0,3.0,14.0,6.0,4.0,4.0,5,0.92,1,1,178,1.0
1.0,0.0,1.0,3.0,5.0,2.0,0.0,42,0.698,0,0,22,0.0
1.0,0.0,3.0,15.0,4.0,2.0,5.0,48,0.91,1,5,23,0.0
0.0,1.0,3.0,4.0,4.0,1.0,1.0,5,0.92,1,5,55,1.0
1.0,1.0,3.0,2.0,4.0,2.0,0.0,64,0.624,0,5,29,1.0
0.0,0.0,3.0,9.0,2.0,3.0,1.0,65,0.899,1,5,41,0.0
1.0,0.0,2.0,5.0,2.0,2.0,2.0,95,0.855,1,0,56,0.0
1.0,0.0,2.0,14.0,3.0,3.0,3.0,70,0.939,1,0,11,0.0
0.0,0.0,3.0,7.0,6.0,2.0,5.0,64,0.624,1,2,79,1.0
1.0,2.0,4.0,5.0,8.0,1.0,1.0,116,0.698,0,5,328,1.0
1.0,0.0,3.0,21.0,3.0,2.0,1.0,82,0.89,1,5,192,0.0
1.0,2.0,3.0,21.0,4.0,1.0,5.0,77,0.7759999999999999,1,5,89,0.0
1.0,1.0,2.0,1.0,3.0,1.0,1.0,120,0.925,0,0,83,1.0
1.0,0.0,3.0,21.0,1.0,2.0,1.0,48,0.91,1,5,35,0.0
0.0,0.0,3.0,21.0,4.0,2.0,5.0,49,0.92,1,5,33,0.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,49,0.92,1,5,53,0.0
1.0,0.0,3.0,1.0,2.0,2.0,1.0,64,0.624,0,5,56,1.0
1.0,0.0,4.0,11.0,4.0,2.0,1.0,48,0.91,1,5,3,1.0
1.0,0.0,3.0,18.0,4.0,2.0,2.0,64,0.624,1,5,25,0.0
1.0,2.0,4.0,15.0,5.0,1.0,1.0,5,0.92,1,5,10,0.0
1.0,0.0,3.0,5.0,7.0,2.0,0.0,103,0.939,0,0,62,0.0
1.0,0.0,4.0,9.0,5.0,2.0,5.0,5,0.92,1,5,40,0.0
1.0,0.0,2.0,19.0,1.0,4.0,5.0,82,0.89,1,0,46,0.0
1.0,0.0,2.0,3.0,4.0,2.0,2.0,63,0.7959999999999999,0,0,22,1.0
1.0,0.0,3.0,3.0,1.0,2.0,1.0,36,0.727,1,5,174,0.0
1.0,0.0,3.0,4.0,6.0,2.0,2.0,82,0.89,1,5,51,0.0
1.0,0.0,3.0,14.0,3.0,2.0,1.0,5,0.92,1,5,158,1.0
1.0,0.0,4.0,10.0,3.0,2.0,1.0,91,0.913,1,5,60,0.0
1.0,0.0,3.0,6.0,4.0,2.0,0.0,48,0.91,0,5,14,1.0
1.0,0.0,4.0,21.0,8.0,2.0,5.0,5,0.92,1,5,10,0.0
1.0,0.0,3.0,16.0,2.0,2.0,2.0,48,0.91,1,5,140,0.0
0.0,0.0,4.0,21.0,6.0,3.0,1.0,5,0.92,1,1,18,1.0
0.0,0.0,4.0,17.0,3.0,2.0,1.0,30,0.897,1,5,19,0.0
0.0,0.0,4.0,3.0,3.0,2.0,1.0,13,0.926,1,3,82,0.0
1.0,1.0,4.0,9.0,1.0,2.0,1.0,48,0.91,0,5,37,0.0
1.0,1.0,4.0,9.0,8.0,2.0,1.0,99,0.884,1,5,52,0.0
1.0,0.0,3.0,8.0,3.0,2.0,1.0,11,0.55,1,5,44,1.0
1.0,0.0,3.0,4.0,5.0,2.0,2.0,64,0.624,1,5,19,0.0
1.0,0.0,3.0,3.0,2.0,2.0,2.0,64,0.624,1,5,13,1.0
1.0,0.0,3.0,5.0,2.0,3.0,1.0,64,0.624,0,5,24,1.0
1.0,0.0,3.0,19.0,6.0,2.0,5.0,5,0.92,1,5,312,0.0
1.0,0.0,3.0,20.0,3.0,2.0,2.0,48,0.91,1,3,72,0.0
0.0,0.0,3.0,6.0,8.0,2.0,1.0,5,0.92,1,5,46,0.0
0.0,0.0,4.0,11.0,8.0,2.0,1.0,5,0.92,1,5,61,0.0
1.0,0.0,3.0,5.0,2.0,2.0,4.0,112,0.923,1,5,264,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,5,0.92,1,5,21,0.0
1.0,1.0,3.0,10.0,2.0,2.0,1.0,13,0.926,0,5,92,0.0
1.0,1.0,3.0,3.0,3.0,2.0,0.0,64,0.624,1,5,10,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,5,0.92,1,3,21,0.0
1.0,0.0,4.0,18.0,8.0,2.0,1.0,5,0.92,1,5,9,0.0
0.0,0.0,4.0,4.0,7.0,2.0,1.0,5,0.92,1,5,40,1.0
1.0,0.0,2.0,8.0,4.0,2.0,1.0,91,0.913,1,0,116,0.0
1.0,1.0,3.0,0.0,1.0,4.0,1.0,3,0.5579999999999999,0,5,53,1.0
0.0,0.0,3.0,21.0,4.0,2.0,2.0,5,0.92,1,5,218,0.0
1.0,0.0,4.0,19.0,8.0,1.0,1.0,64,0.624,1,5,124,1.0
1.0,1.0,4.0,3.0,3.0,2.0,1.0,64,0.624,0,5,34,1.0
1.0,0.0,3.0,4.0,8.0,2.0,1.0,5,0.92,1,2,97,0.0
1.0,0.0,4.0,9.0,4.0,2.0,4.0,64,0.624,1,5,4,1.0
1.0,1.0,3.0,11.0,8.0,2.0,5.0,64,0.624,1,5,2,1.0
0.0,0.0,3.0,3.0,5.0,2.0,2.0,49,0.92,1,5,292,0.0
1.0,0.0,3.0,5.0,5.0,2.0,4.0,13,0.926,0,5,19,1.0
1.0,1.0,3.0,2.0,4.0,4.0,0.0,64,0.624,0,5,12,1.0
1.0,0.0,4.0,14.0,8.0,2.0,2.0,13,0.926,1,5,80,0.0
1.0,0.0,5.0,21.0,2.0,4.0,5.0,5,0.92,1,5,41,0.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,5,0.92,1,3,23,1.0
0.0,0.0,3.0,4.0,8.0,2.0,1.0,5,0.92,1,3,276,0.0
1.0,0.0,5.0,8.0,6.0,1.0,3.0,103,0.939,1,5,302,0.0
1.0,0.0,3.0,10.0,2.0,3.0,1.0,95,0.855,1,5,20,0.0
1.0,0.0,3.0,7.0,7.0,2.0,4.0,64,0.624,1,5,44,1.0
1.0,0.0,4.0,2.0,3.0,2.0,1.0,48,0.91,1,5,74,0.0
1.0,1.0,3.0,5.0,4.0,3.0,1.0,5,0.92,0,5,15,0.0
1.0,0.0,3.0,21.0,6.0,2.0,1.0,31,0.836,1,5,114,0.0
1.0,0.0,4.0,17.0,8.0,2.0,2.0,95,0.855,1,5,21,0.0
1.0,0.0,3.0,21.0,6.0,2.0,5.0,49,0.92,1,5,118,1.0
1.0,1.0,3.0,3.0,2.0,2.0,1.0,61,0.682,0,5,7,1.0
1.0,0.0,3.0,12.0,4.0,2.0,1.0,87,0.856,1,5,158,0.0
1.0,1.0,3.0,9.0,4.0,2.0,1.0,13,0.926,0,5,284,0.0
1.0,0.0,3.0,18.0,8.0,2.0,1.0,5,0.92,1,5,6,0.0
1.0,1.0,2.0,2.0,5.0,2.0,2.0,49,0.92,0,0,110,0.0
1.0,1.0,3.0,9.0,5.0,2.0,5.0,64,0.624,1,5,52,0.0
1.0,0.0,3.0,15.0,4.0,2.0,1.0,103,0.939,1,5,56,0.0
1.0,0.0,3.0,8.0,4.0,2.0,2.0,95,0.855,1,5,29,1.0
1.0,0.0,3.0,7.0,4.0,5.0,1.0,5,0.92,1,5,42,0.0
1.0,0.0,4.0,21.0,8.0,2.0,2.0,91,0.913,0,5,90,0.0
1.0,0.0,4.0,6.0,1.0,2.0,1.0,116,0.698,1,5,46,0.0
0.0,2.0,3.0,10.0,6.0,2.0,2.0,5,0.92,1,5,37,0.0
1.0,0.0,3.0,5.0,2.0,2.0,1.0,5,0.92,1,5,58,0.0
1.0,0.0,3.0,6.0,4.0,2.0,1.0,5,0.92,1,5,69,1.0
1.0,0.0,2.0,0.0,4.0,2.0,2.0,48,0.91,0,0,39,0.0
1.0,0.0,3.0,2.0,6.0,2.0,1.0,66,0.698,1,6,23,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,55,0.878,1,5,77,0.0
2.0,0.0,3.0,15.0,4.0,2.0,5.0,49,0.92,1,5,53,0.0
1.0,0.0,3.0,7.0,5.0,6.0,3.0,11,0.55,1,5,114,1.0
1.0,0.0,3.0,5.0,2.0,2.0,2.0,64,0.624,1,5,27,1.0
1.0,0.0,1.0,6.0,4.0,2.0,5.0,120,0.925,1,0,28,0.0
1.0,0.0,4.0,15.0,4.0,2.0,1.0,4,0.804,1,5,64,0.0
1.0,0.0,3.0,13.0,8.0,2.0,3.0,64,0.624,1,5,21,1.0
1.0,0.0,3.0,10.0,2.0,2.0,4.0,95,0.855,1,5,108,0.0
1.0,0.0,4.0,21.0,5.0,2.0,5.0,31,0.836,1,5,38,0.0
1.0,2.0,3.0,6.0,3.0,2.0,4.0,25,0.625,1,5,72,0.0
1.0,0.0,3.0,21.0,3.0,1.0,2.0,68,0.698,1,5,73,0.0
1.0,0.0,3.0,21.0,4.0,2.0,4.0,103,0.939,1,5,12,0.0
1.0,0.0,3.0,14.0,4.0,2.0,4.0,6,0.924,0,1,56,0.0
1.0,0.0,4.0,21.0,7.0,2.0,5.0,5,0.92,1,5,26,0.0
1.0,0.0,3.0,6.0,4.0,2.0,1.0,101,0.754,1,5,54,0.0
1.0,2.0,3.0,21.0,3.0,2.0,3.0,48,0.91,1,5,14,0.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,48,0.91,1,5,77,0.0
1.0,0.0,3.0,21.0,5.0,2.0,4.0,48,0.91,1,5,232,1.0
1.0,0.0,3.0,21.0,3.0,2.0,1.0,5,0.92,1,5,126,0.0
1.0,0.0,3.0,3.0,5.0,2.0,2.0,5,0.92,0,5,20,0.0
1.0,0.0,3.0,21.0,5.0,2.0,5.0,49,0.92,1,5,36,0.0
1.0,1.0,2.0,5.0,3.0,5.0,1.0,5,0.92,0,0,104,0.0
1.0,0.0,4.0,21.0,3.0,2.0,5.0,6,0.924,0,5,20,0.0
1.0,0.0,4.0,21.0,1.0,4.0,1.0,65,0.899,1,5,15,0.0
1.0,0.0,3.0,16.0,3.0,2.0,3.0,94,0.802,1,5,44,0.0
1.0,0.0,3.0,16.0,4.0,2.0,1.0,13,0.926,1,5,46,0.0
1.0,1.0,2.0,0.0,4.0,2.0,0.0,13,0.926,0,0,38,0.0
1.0,0.0,3.0,6.0,4.0,5.0,1.0,88,0.7390000000000001,1,5,278,0.0
1.0,0.0,3.0,17.0,6.0,4.0,5.0,5,0.92,1,5,23,0.0
1.0,0.0,3.0,12.0,8.0,2.0,1.0,5,0.92,1,5,83,0.0
1.0,0.0,3.0,4.0,2.0,2.0,2.0,2,0.887,1,1,33,1.0
1.0,1.0,3.0,4.0,6.0,2.0,2.0,116,0.698,0,5,112,1.0
1.0,0.0,3.0,9.0,3.0,4.0,1.0,41,0.6890000000000001,1,5,63,0.0
1.0,0.0,2.0,9.0,6.0,2.0,2.0,5,0.92,1,0,3,0.0
1.0,0.0,3.0,6.0,6.0,2.0,2.0,49,0.92,1,5,224,1.0
0.0,0.0,3.0,1.0,4.0,2.0,0.0,51,0.903,1,3,5,0.0
1.0,0.0,3.0,20.0,6.0,1.0,5.0,5,0.92,1,5,50,0.0
1.0,0.0,3.0,6.0,3.0,2.0,2.0,48,0.91,1,5,184,0.0
